original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,9.368099,13/09/1999,116,All assassins live beyond the law … only one follows the code,Ghost Dog: The Way of the Samurai,7.2,306,6.99
en,Splendor in the Grass,A fragile Kansas girl's unrequited and forbidden love for a handsome young man from the town's most powerful family drives her to heartbreak and madness.,9.739448,10/10/1961,124,There is a miracle in being young...and a fear.,Splendor in the Grass,7.1,49,6.99
en,Key Largo,"A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.",7.588489,31/07/1948,100,A storm of fear and fury in the sizzling Florida Keys !,Key Largo,7.6,124,7.99
en,The Night Visitor,"An insane Swedish farmer escapes from an asylum to get revenge on his sister, her husband and others.",1.529024,01/01/1971,106,Locked in the cold asylum of his mind - a sane man stalks his prey...,The Night Visitor,7.3,6,6.99
en,A Raisin in the Sun,"Walter Lee Younger is a young man struggling with his station in life. Sharing a tiny apartment with his wife, son, sister and mother, he seems like an imprisoned man. Until, that is, the family gets an unexpected financial windfall...",2.501072,28/05/1961,128,The Prize-Winning Drama that Warms the Screen with its People and its Passions...,A Raisin in the Sun,7.1,26,6.99
en,Breaking Away,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",4.806374,24/05/1979,100,The movie that tells you exactly what you can do with your high school diploma!,Breaking Away,7.4,80,6.99
en,Hoosiers,"High school basketball is king in small-town Indiana, and the 1954 Hickory Huskers are all hope and no talent. But their new coach -- abrasive, unlikable Norman Dale -- whips the team into shape ... while also inciting controversy.",6.484495,14/11/1986,114,They needed a second chance to finish first.,Hoosiers,7.1,143,6.99
en,Dog Day Afternoon,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,7.530126,11/08/1975,125,The most bizarre bank siege ever,Dog Day Afternoon,7.6,685,7.99
en,The Asphalt Jungle,"Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",12.86559,22/05/1950,112,The City Under the City,The Asphalt Jungle,7.5,102,7.99
en,The Searchers,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",7.803856,13/03/1956,119,He had to find her... he had to find her...,The Searchers,7.7,332,7.99
en,The Big Country,"Retired, wealthy sea Captain Jame McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it.",4.671032,30/09/1958,165,Big they fought! Big they loved! Big their story!,The Big Country,7.8,70,7.99
en,The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",7.762833,02/10/1974,104,We are going to kill one passenger a minute until New York City pays us 1 million dollars.,The Taking of Pelham One Two Three,7.6,109,7.99
en,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,13.813146,20/12/1991,189,The story that won’t go away.,JFK,7.5,513,7.99
en,A Night to Remember,"The sinking of the Titanic is presented in a highly realistic fashion in this tense British drama. The disaster is portrayed largely from the perspective of the ocean liner's second officer, Charles Lightoller. Despite numerous warnings about ice, the ship sails on, with Capt. Edward John Smith keeping it going at a steady clip. When the doomed vessel finally hits an iceberg, the crew and passengers discover that they lack enough lifeboats, and tragedy follows.",6.560231,16/12/1958,123,The night the unsinkable sank,A Night to Remember,7.5,45,7.99
en,Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",10.135446,17/03/2000,131,She brought a small town to its feet and a huge corporation to its knees.,Erin Brockovich,7.1,730,6.99
en,Thelma & Louise,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",14.785388,24/05/1991,130,Somebody said get a life... so they did,Thelma & Louise,7.2,766,6.99
en,Do the Right Thing,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",10.465403,30/06/1989,120,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,301,7.99
en,Double Indemnity,"Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.",6.49432,24/04/1944,107,From the Moment they met it was Murder!,Double Indemnity,8,425,7.99
en,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",9.023282,23/12/1987,121,Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam",7.1,658,6.99
en,Guess Who's Coming to Dinner,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,5.032469,11/12/1967,108,A love story of today,Guess Who's Coming to Dinner,7.6,174,7.99
en,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.159556,05/02/1936,87,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,881,7.99
en,Hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",4.526285,29/05/1963,112,The man with the barbed-wire soul.,Hud,7.4,69,6.99
en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,9.333533,25/09/1961,134,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,243,7.99
en,Inherit the Wind,This gripping adaptation of the Jerome Lawrence-Robert E. Lee play examines an issue that still causes great controversy: the role religion should play in the schools.,6.302173,24/06/1960,128,"It's all about the fabulous ""Monkey Trial"" that rocked America!",Inherit the Wind,7.6,93,7.99
en,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",10.610446,16/11/1977,135,We are not alone.,Close Encounters of the Third Kind,7.2,1122,6.99
en,Jacob's Ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,8.176863,02/11/1990,113,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.,Jacob's Ladder,7.3,376,6.99
en,El Dorado,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.",7.070669,17/12/1966,120,It's The Big One With The Big Two!,El Dorado,7.2,96,6.99
en,True Grit,"The murder of her father sends a teenage tomboy, Mattie Ross (Kim Darby), on a mission of ""justice"", which involves avenging her father's death. She recruits a tough old marshal, ""Rooster"" Cogburn (John Wayne), because he has ""grit"", and a reputation of getting the job done. The two are joined by a Texas Ranger, La Boeuf (Glen Campbell), who is looking for the same man (Jeff Corey) for a separate murder in Texas. Their odyssey takes them from Fort Smith, Arkansas, deep into the Indian Territory (present day Oklahoma) to find their man.",12.497833,11/06/1969,128,The strangest trio ever to track a killer,True Grit,7.3,205,6.99
en,Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",7.186048,12/09/1978,121,"Walk into the incredible true experience of Billy Hayes, and bring all the courage you can!",Midnight Express,7.6,309,7.99
en,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",15.020845,28/11/1990,107,"Paul Sheldon used to write for a living. Now, he's writing to stay alive.",Misery,7.6,1085,7.99
en,Network,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,13.180457,01/11/1976,121,Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.8,391,7.99
en,The Odd Couple,"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual.",8.3539,07/02/1968,106,Even More Funny On The Screen... Than It Was As A Broadway And City-To-City Stage Smash!,The Odd Couple,7.5,121,7.99
en,The Outlaw Josey Wales,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",5.849522,30/06/1976,135,...an army of one.,The Outlaw Josey Wales,7.4,303,6.99
en,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",18.495694,11/06/1987,107,"If it bleeds, we can kill it...",Predator,7.3,2129,6.99
en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",13.686715,13/04/2000,102,I think my mask of sanity is about to slip.,American Psycho,7.3,2128,6.99
en,The Filth and the Fury,"Julien Temple's second documentary profiling punk rock pioneers the Sex Pistols is an enlightening, entertaining trip back to a time when the punk movement was just discovering itself. Featuring archival footage, never-before-seen performances, rehearsals, and recording sessions as well as interviews with group members who lived to tell the tale--including the one and only John Lydon (aka Johnny Rotten).",2.756553,29/03/2000,108,"A Sex Pistols film - uncut, unseen, unbelievable.",The Filth and the Fury,7.3,29,6.99
en,Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",10.82887,13/02/1972,124,Life is a Cabaret,Cabaret,7.4,210,6.99
en,What Ever Happened to Baby Jane?,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge.",4.857003,31/10/1962,135,"Sister Sister, Oh So Fair! Why Is There Blood All Over Your Hair?",What Ever Happened to Baby Jane?,7.9,210,7.99
en,Marathon Man,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",6.006812,05/10/1976,125,One man's dangerous attempts to clear his father's name.,Marathon Man,7.2,227,6.99
en,Love & Basketball,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",5.733227,21/04/2000,124,All's fair in love and basketball.,Love & Basketball,7.5,93,7.99
en,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",10.505387,21/04/1999,97,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",The Virgin Suicides,7.1,841,6.99
en,Limelight,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,10.755881,31/10/1952,137,The masterpiece of laughter and tears from the master of comedy!,Limelight,8,99,7.99
en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,01/05/2000,155,A Hero Will Rise.,Gladiator,7.9,5566,7.99
en,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,25/06/1925,95,The World's Greatest Laughing Picture!,The Gold Rush,7.7,308,7.99
en,Monsieur Verdoux,"The film is about an unemployed banker, Henri Verdoux, and his sociopathic methods of attaining income. While being both loyal and competent in his work, Verdoux has been laid-off. To make money for his wife and child, he marries wealthy widows and then murders them. His crime spree eventually works against him when two particular widows break his normal routine.",6.466517,11/04/1947,124,A Comedy of Murders,Monsieur Verdoux,7.9,74,7.99
en,A King in New York,"Due to a revolution in his country, King Shahdov comes to New York - almost broke. To get some money he goes to TV, making commercials and meets the child from communist parents. Due to this he is suddenly a suspected as a communist himself and has to face one of McCarthy's hearings.",4.182204,25/10/1957,110,The king of comedians!,A King in New York,7.1,38,6.99
en,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",8.522673,27/04/1961,158,The Greatest High Adventure Ever Filmed!,The Guns of Navarone,7.3,191,6.99
en,Romeo and Juliet,"Director Franco Zeffirelli's beloved version of one of the most well-known love stories in the English language. Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",6.99099,02/04/1968,138,No ordinary love story...,Romeo and Juliet,7.3,145,6.99
en,Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",13.233262,07/02/1974,93,Never give a saga an even break!,Blazing Saddles,7.2,619,6.99
en,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.871001,19/03/1977,89,Where your nightmares end...,Eraserhead,7.5,500,7.99
en,Baraka,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",9.925348,15/09/1992,96,A world beyond words.,Baraka,8,156,7.99
en,Magnum Force,"""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",10.226181,23/12/1973,124,A man's got to know his limitations.,Magnum Force,7.1,251,6.99
en,Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",8.884,07/09/1984,97,Breaking up is hard to do.,Blood Simple,7.3,308,6.99
en,Mad Max 2,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",11.189831,24/12/1981,95,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,981,6.99
en,American Pop,American Pop is an American animated film that tells the story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music.,2.340967,13/02/1981,96,"All those years, all those dreams, all those sons... one of them is going to be a star.",American Pop,7.2,21,6.99
en,Assault on Precinct 13,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,11.881808,05/11/1976,91,L.A.'s deadliest street gang just declared war on the cops.,Assault on Precinct 13,7.1,223,6.99
en,The Conversation,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",13.245638,07/04/1974,113,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,377,7.99
en,Prince of the City,"New York City detective Daniel Ciello agrees to help the United States Department of Justice help eliminate corruption in the police department, as long as he will not have to turn in any close friends. In doing so, Ciello uncovers a conspiracy within the force to smuggle drugs to street informants",3.598627,19/08/1981,167,A cop is turning. Nobody's safe.,Prince of the City,7.3,40,6.99
en,Serpico,The real-life struggle of an honest New York City cop against a corrupt system.,12.842165,05/12/1973,129,Many of his fellow officers considered him the most dangerous man alive - An honest cop.,Serpico,7.5,429,7.99
en,Ace in the Hole,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.",11.046411,29/06/1951,111,"Rough, tough Chuck Tatum, who battered his way to the top ... trampling everything in his path - men, women and morals !",Ace in the Hole,7.9,128,7.99
en,Lonely Are the Brave,A fiercely independent cowboy arranges to have himself locked up in jail in order to then escape with an old friend who has been sentenced to the penitentiary.,2.277618,24/05/1962,107,Life can never cage a man like this!,Lonely Are the Brave,7.5,25,7.99
en,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",11.109932,30/05/1986,99,Adventure doesn't come any bigger!,Big Trouble in Little China,7.1,727,6.99
en,Badlands,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.",16.641976,15/10/1973,94,In 1959 a lot of people were killing time. Kit and Holly were killing people.,Badlands,7.5,301,7.99
en,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",6.398031,05/02/1993,180,An epic story of three brothers. Bound by blood. Divided by fate. Driven by destiny.,Bound by Honor,7.7,116,7.99
en,Blow-Up,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he accidentally captures on film the commission of a murder. The fact that he has photographed a murder does not occur to him until he studies and then blows up his negatives, uncovering details, blowing up smaller and smaller elements, and finally putting the puzzle together.",10.59036,18/12/1966,111,Michelangelo Antonioni's first British film,Blow-Up,7.3,227,6.99
en,Anatomy of a Murder,"The film pits a humble small-town lawyer against a hard-headed big city prosecutor. Emotions flare as a jealous army lieutenant pleads innocent to murdering the rapist of his seductive, beautiful wife.",9.473772,01/07/1959,160,"No search of human emotions has ever probed so deeply, so truthfully as ... Anatomy of a Murder.",Anatomy of a Murder,7.7,207,7.99
en,Pot o' Gold,"Jimmy, the owner of a failed music shop, goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices. Soon, Jimmy finds himself trying to help the band by getting them gigs and trying to reconcile the family with his uncle.",0.941322,03/04/1941,86,It's the prize romantic laugh of the year... more fun than winning the POT O' GOLD!,Pot o' Gold,7.3,3,6.99
en,Kelly's Heroes,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,8.418662,22/06/1970,144,They set out to rob a bank... and damn near won a war instead!,Kelly's Heroes,7.2,191,6.99
en,Steel Magnolias,"This heart wrenching drama is about a beauty shop, in Louisana owned by Truvy, and the tragedies of all of her clients.",7.14561,15/11/1989,119,The funniest movie ever to make you cry.,Steel Magnolias,7.1,146,6.99
en,The Naked Gun: From the Files of Police Squad!,"When the incompetent Officer Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth.",15.698222,02/12/1988,85,The Villain. Even Mother Teresa wanted him dead.,The Naked Gun: From the Files of Police Squad!,7.1,1020,6.99
en,Shane,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",6.63816,23/04/1953,118,The Greatest Story Of The West Ever Filmed!,Shane,7.3,143,6.99
en,Almost Famous,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star.",9.086699,15/09/2000,122,Experience it. Enjoy it. Just don't fall for it.,Almost Famous,7.4,807,6.99
en,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",10.684806,17/05/2000,140,You don't need eyes to see.,Dancer in the Dark,7.7,392,7.99
en,Remember the Titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",6.587726,29/09/2000,113,History is written by the winners.,Remember the Titans,7.4,835,6.99
en,Bud Abbott Lou Costello Meet Frankenstein,"Two hapless frieght handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.",4.372409,15/06/1948,83,More howls than you can shake a shiver at!!!,Abbott and Costello Meet Frankenstein,7.4,80,6.99
en,The Invisible Man,"Working in Dr. Cranley's laboratory, scientist Jack Griffin was always given the latitude to conduct somhe of his own experiments. His sudden departure, however, has Cranley's daughter Flora worried about him. Griffin has taken a room at the nearby Lion's Head Inn, hoping to reverse an experiment he conducted on himself that made him invisible. Unfortunately, the drug he used has also warped his mind, making him aggressive and dangerous. He's prepared to do whatever it takes to restore his appearance, and several will die in the process.",5.192905,13/11/1933,71,CARL LAEMMLE presents H.G. WELLS' FANTASTIC SENSATION,The Invisible Man,7.3,151,6.99
en,The Time Machine,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,12.054356,17/08/1960,103,You Will Orbit into the Fantastic Future!,The Time Machine,7.5,217,7.99
en,Detour,"Al Roberts, a New York nightclub pianist, hitch-hikes to Hollywood to meet his girlfriend Sue. The gambler he's riding with, Charles, unexpectedly dies. Afraid the police wouldn't believe the truth, Al takes the man's identity. In a gas station, he gives a lift to Vera, a woman that knew Charles and blackmails Al with tragic consequences.",3.392467,30/11/1945,67,He went searching for love... but Fate forced a DETOUR to Revelry... Violence... Mystery!,Detour,7.3,64,6.99
en,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",12.158424,18/05/2000,110,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,7.4,774,6.99
en,One Day in September,"The full story of the 1972 Munich Olympics Massacre and the Israeli revenge operation 'Wrath of God.' The 1972 Munich Olympics were interrupted by Palestinian terrorists taking Israeli athletes hostage. Besides footage taken at the time, we see interviews with the surviving terrorist, Jamal Al Gashey, and various officials detailing exactly how the police, lacking an anti-terrorist squad and turning down help from the Israelis, botched the operation",1.039367,22/10/1999,94,"1972. The Munich Olympic Games. 121 Nations. 7,123 Competitors. Over a billion vieweres ... and 8 Palestinian Terrorists. For the first time in 25 years, the truth is revealed.",One Day in September,7.3,14,6.99
en,"Planes, Trains and Automobiles","A man must struggle to travel home for Thanksgiving, with an obnoxious slob of a shower ring salesman his only companion.",9.420183,26/11/1987,93,What he really wanted was to spend Thanksgiving with his family. What he got was three days with the turkey.,"Planes, Trains and Automobiles",7.1,567,6.99
en,The Transformers: The Movie,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",6.759181,08/08/1986,84,Beyond good. Beyond evil. Beyond your wildest imagination.,The Transformers: The Movie,7.1,134,6.99
en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",14.014025,01/09/2000,103,Stealin' Stones and Breakin' Bones.,Snatch,7.7,2953,7.99
en,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",12.297375,09/12/2000,78,It's All About.....ME!,The Emperor's New Groove,7.2,1544,6.99
en,Cast Away,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",21.296343,22/12/2000,143,"At the edge of the world, his journey begins.",Cast Away,7.5,3304,7.99
en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",12.434175,30/08/2000,106,They have a plan...but not a clue.,"O Brother, Where Art Thou?",7.3,1144,6.99
en,The Man in the Moon,"Maureen Trant and her younger sibling Dani share a strong connection, but local boy Court Foster threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",8.799169,30/09/1991,99,"Remember when you couldn't wait for your life to begin... and then, one day, it did?",The Man in the Moon,7.1,56,6.99
